,Date,Pitcher,RelSpeed,SpinRate,Tilt,InducedVertBreak,HorzBreak,VertBreak,RelHeight,RelSide,VertApprAngle,HorzApprAngle,Inning,ZoneSpeed,ZoneTime,EffectiveVelo,SpeedDrop,Extension,PitcherThrows,Batter,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,VertRelAngle,HorzRelAngle,PlateLocHeight,PlateLocSide,HitSpinAxis,HangTime,Bearing,Distance,HitSpinRate,Direction,Angle,ExitSpeed
117,2023-02-03,"Hilton, Jake",85.40791,2194.790594,11:15,18.44666,-6.03563,-20.39438,5.06201,-1.0621,-6.032413,1.219118,4,77.85072,0.448556,84.03059,7.55718,5.67517,Left,"Ley, Cameron",Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,-2.189987,2.297118,1.31817,0.57763,,,,,,,,
118,2023-02-03,"Hilton, Jake",85.1369,2211.697924,11:15,17.02895,-5.95083,-21.88092,5.15176,-0.95857,-3.897959,0.987265,4,77.52921,0.448953,83.95626,7.60769,5.71136,Left,"Paul, Austin",Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0.228253,2.050595,3.54114,0.45677,,,,,,,,
119,2023-02-03,"Hilton, Jake",84.26358,2101.637622,11:00,18.32737,-8.99603,-21.67966,5.16943,-1.02842,-5.623361,-0.075788,4,76.58906,0.455239,82.79704,7.67452,5.63463,Left,"Paul, Austin",Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,-1.53657,1.530949,1.92834,-0.3494,,,,,,,,
120,2023-02-03,"Hilton, Jake",85.79809,2242.579323,11:30,20.24281,-4.46138,-18.3582,5.18187,-1.07937,-3.100448,1.181496,4,77.60821,0.447168,84.29145,8.18989,5.67252,Left,"Paul, Austin",Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0.408634,1.977993,4.03324,0.3937,,,,,,,,
121,2023-02-03,"Hilton, Jake",84.48579,2100.076323,11:45,19.82084,-3.19087,-19.69194,5.12345,-0.97666,-3.538404,1.601982,4,76.47382,0.452418,83.31325,8.01197,5.87393,Left,"Paul, Austin",Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0.225502,2.173659,3.69206,0.77731,,,,,,,,
122,2023-02-03,"Hilton, Jake",85.40619,2029.81262,11:00,16.49438,-7.52922,-22.201,5.06401,-0.86052,-5.251792,1.146599,4,77.81056,0.447714,84.18859,7.59563,5.74092,Left,"Paul, Austin",Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,-1.074907,2.492599,2.21199,0.83444,,,,,,,,
123,2023-02-03,"Hilton, Jake",72.24504,2324.720441,4:15,-7.33485,12.62717,-61.97952,4.63566,-1.36269,-7.750519,4.795969,4,65.6891,0.532041,70.84495,6.55594,5.74176,Left,"Paul, Austin",Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,3.615106,2.542987,2.84457,2.05893,,,,,,,,
124,2023-02-03,"Hilton, Jake",69.83922,2065.006352,4:15,-10.54438,14.31666,-69.61874,4.7516,-1.39363,-8.325202,2.960422,4,63.65053,0.553186,68.13706,6.18868,5.36771,Left,"Paul, Austin",Curveball,Curveball,InPlay,Undefined,Popup,Out,4.340782,0.417986,3.02806,0.19135,,,,,,5.105818,58.888527,78.74765
136,2023-02-03,"Hilton, Jake",67.54198,2083.138098,5:15,-16.85969,7.62185,-79.25733,5.15336,-0.99612,-9.746839,1.190551,5,61.84751,0.568533,66.29775,5.69447,5.63154,Left,"Doughty, Jacob",Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,4.691981,-0.171054,2.93621,-0.52057,,,,,,,,
137,2023-02-03,"Hilton, Jake",85.65249,2277.997655,10:45,14.74028,-10.14457,-23.78647,5.22893,-0.88978,-3.785865,-0.912184,5,77.80721,0.446738,84.37264,7.84528,5.69952,Left,"Doughty, Jacob",Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0.685979,0.90164,3.88607,-0.8949,,,,,,,,
138,2023-02-03,"Hilton, Jake",84.85136,2229.188944,11:30,18.04879,-4.98721,-20.871,5.12689,-1.00554,-4.921988,1.993124,5,77.30781,0.449011,83.94556,7.54354,5.94003,Left,"Doughty, Jacob",Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,-0.967149,2.887245,2.48924,1.25948,,,,,,,,
139,2023-02-03,"Hilton, Jake",70.32494,2295.073777,4:45,-14.66304,13.47623,-72.9037,5.12983,-0.95614,-10.805552,2.671569,5,64.45329,0.549268,68.62301,5.87165,5.34484,Left,"Morrison, Aidan",Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,2.397249,0.270772,1.30458,0.42088,,,,,,,,
140,2023-02-03,"Hilton, Jake",84.39266,2189.103066,11:15,19.44355,-6.89103,-20.35249,5.13444,-1.02717,-5.957225,0.651889,5,76.60528,0.454037,83.01622,7.78738,5.76211,Left,"Morrison, Aidan",Fastball,Four-Seam,InPlay,Undefined,Popup,Out,-2.099652,1.88518,1.4822,0.15386,,,,,,,,
141,2023-02-03,"Hilton, Jake",84.64261,2217.865173,10:45,14.06123,-9.00091,-25.64958,5.17759,-1.16458,-5.690839,-0.276975,5,76.86687,0.453551,83.10523,7.77574,5.60954,Left,"Warner, Dawson",Fastball,Sinker,InPlay,Undefined,FlyBall,Out,-0.895943,1.330362,2.20354,-0.67264,170.593806,3.924074,-13.900982,287.84449,1957.705714,-11.236798,25.266871,80.31521
