,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
69,90.0,2022-03-26,14:57:24.49,3.0,2.0,"Ruscansky, Ryan",1000124697.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,3.0,Bottom,0.0,0.0,1.0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,,63.16844,4.736958,1.229881,1994.314694,54.382446,7:45,5.50501,1.27652,4.62414,-85.87934,-10.8269,-18.90619,2.86269,0.87031,57.29682,-10.687815,-2.084181,0.623525,,,,,,,,,,,,9.55197,-5.96237,-1.38426,50.0,5.91353,-1.28457,-91.21606,4.91142,7.90442,15.64627,-37.10802,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,b86f8260-ad4f-11ec-8af4-4bc646c89190,60.45057,,,5.87162,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,21:57:24.49,2022-03-26T14:57:24.4987432-07:00,2022-03-26T21:57:24.4987432Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,02c003c2-04fc-4961-8f38-e54ff71200e5,55.87786,-92.21878,7.82314,5.52258,7.28955,-18.55401,-1.28571,-1.79114,3.95221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
70,91.0,2022-03-26,14:57:48.85,3.0,3.0,"Ruscansky, Ryan",1000124697.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,3.0,Bottom,0.0,0.0,2.0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,80.72076,-2.574432,-3.555816,1938.389687,222.656636,1:30,5.50916,1.31218,5.12185,-29.07478,15.28359,12.73808,0.65505,-0.9799,74.01037,-7.908558,-1.305496,0.479357,,,,,,,,,,,,-7.38615,8.75874,-0.98815,50.0,5.24442,6.73789,-116.82167,-6.23522,-10.20511,22.04802,-20.07252,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,c6e598c0-ad4f-11ec-8af4-4bc646c89190,78.63123,,,6.71039,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,21:57:48.85,2022-03-26T14:57:48.8565800-07:00,2022-03-26T21:57:48.8565800Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,f9ba7b82-dda5-4a14-aa5d-06beb5d3c66b,55.37709,-117.83213,11.02401,5.5091,-5.3153,-10.03626,-1.30767,7.20559,-5.10256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
71,92.0,2022-03-26,14:58:15.18,3.0,4.0,"Ruscansky, Ryan",1000124697.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,3.0,Bottom,0.0,1.0,2.0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,65.00074,4.531041,2.491121,2020.830422,50.755823,7:45,5.48415,1.14977,4.40647,-82.00193,-11.06005,-16.49879,2.98823,2.1539,59.26787,-10.111461,-0.386643,0.60621,,,,,,,,,,,,8.67819,-5.92957,-1.39776,50.0,5.88684,-3.46886,-93.87264,4.76984,7.67357,15.41165,-37.41718,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,d6a01600-ad4f-11ec-8af4-4bc646c89190,62.17725,,,5.73287,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,21:58:15.18,2022-03-26T14:58:15.1834664-07:00,2022-03-26T21:58:15.1834664Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,21ea42fd-fc7d-4d38-8e74-caf9299db163,56.09617,-94.86821,7.70583,5.50065,7.18692,-18.70859,-1.15767,-3.96456,3.83678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
72,93.0,2022-03-26,14:58:36.34,3.0,5.0,"Ruscansky, Ryan",1000124697.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,3.0,Bottom,0.0,2.0,2.0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,80.62191,-2.898585,-3.500031,1935.167188,217.016351,1:15,5.54481,1.20944,5.12271,-29.03443,15.55284,10.59764,0.38765,-1.20822,73.81037,-8.225159,-1.627649,0.480592,,,,,,,,,,,,-6.31957,9.01367,-0.88894,50.0,5.24963,6.69912,-116.61893,-6.88262,-8.68074,22.45252,-19.79258,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,e3331480-ad4f-11ec-8af4-4bc646c89190,78.42911,,,6.81154,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,21:58:36.34,2022-03-26T14:58:36.3448872-07:00,2022-03-26T21:58:36.3448872Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,e4bf10af-a3fe-4bf8-867c-a1c07828a7f5,55.37575,-117.64936,11.22626,5.54466,-5.97426,-9.89629,-1.20553,7.09752,-4.34037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
73,94.0,2022-03-26,14:59:01.04,3.0,6.0,"Ruscansky, Ryan",1000124697.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,3.0,Bottom,0.0,3.0,2.0,Curveball,Other,BallCalled,Walk,Undefined,Undefined,0.0,0.0,,63.41354,5.85072,1.717508,2175.802329,46.947286,7:30,5.50159,1.2901,5.03966,-88.97946,-15.7008,-19.55714,3.62767,1.28103,57.53882,-10.218475,-1.731991,0.616113,,,,,,,,,,,,10.12623,-8.74142,-1.43763,50.0,5.99073,-2.06891,-91.53924,6.73188,8.46746,15.34228,-39.48356,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,f1facd50-ad4f-11ec-8af4-4bc646c89190,61.17783,,,5.87472,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,21:59:01.04,2022-03-26T14:59:01.0424872-07:00,2022-03-26T21:59:01.0424872Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,61d01ef5-1466-46b2-a81b-af18181e2eb1,55.46529,-92.45071,7.67114,5.52113,9.07754,-19.74178,-1.29977,-2.57195,4.23373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
74,147.0,2022-03-26,15:31:13.39,1.0,1.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,4.0,Bottom,0.0,0.0,0.0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,81.82935,-0.112042,-4.321833,2169.282073,254.78104,2:30,6.22757,1.51468,3.90113,-40.77171,4.75059,11.64103,2.7217,-1.68603,74.31982,-7.385496,-2.314058,0.485605,,,,,,,,,,,,-6.80335,2.7615,-1.02979,50.0,6.16867,8.36116,-118.08906,-1.93459,-9.54374,23.86739,-28.30021,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,71b18440-ad54-11ec-8af4-4bc646c89190,77.61949,,,7.50954,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:31:13.39,2022-03-26T15:31:13.3917224-07:00,2022-03-26T22:31:13.3917224Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,8c9a473f-a5ee-4aff-8647-17b10b3ca558,56.5953,-119.41461,11.93369,6.23247,-0.36284,-14.1501,-1.50888,8.8912,-4.77187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
75,148.0,2022-03-26,15:31:27.25,1.0,2.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,4.0,Bottom,0.0,1.0,0.0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,81.80538,-1.813442,-5.467739,2095.565319,266.834136,3:00,6.00644,1.64565,4.45296,-42.50916,1.85843,8.40343,0.72625,-2.88393,75.40969,-9.379751,-4.006508,0.479407,,,,,,,,,,,,-5.5954,1.7661,-1.07497,50.0,5.77251,10.92901,-118.07811,-5.43245,-7.92063,21.92525,-29.674,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,79f59b00-ad54-11ec-8af4-4bc646c89190,78.62309,,,6.3957,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:31:27.25,2022-03-26T15:31:27.2574504-07:00,2022-03-26T22:31:27.2574504Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,38c8534f-9825-4078-96ea-8fa3f7b81128,56.04695,-119.19564,10.96263,6.01086,-3.91996,-14.837,-1.64231,11.33272,-3.96032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
76,149.0,2022-03-26,15:31:52.15,1.0,3.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,4.0,Bottom,0.0,2.0,0.0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0.0,0.0,,80.79332,-1.596148,-3.752051,2126.943229,256.418581,2:30,6.26328,1.56351,4.12158,-41.56766,4.12622,11.28016,1.26432,-1.10125,74.62196,-8.976206,-1.794029,0.48652,,,,,,,,,,,,-6.43154,2.78414,-1.15779,50.0,6.04047,7.15252,-116.89015,-4.94289,-8.95092,20.81527,-28.29928,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,88d373e0-ad54-11ec-8af4-4bc646c89190,77.47363,,,6.17136,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:31:52.15,2022-03-26T15:31:52.1529384-07:00,2022-03-26T22:31:52.1529384Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,5af238d6-2775-4b6a-84bc-c9278c3cf3fa,56.37828,-118.0205,10.40763,6.26717,-3.40613,-14.14964,-1.5594,7.63859,-4.47546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
77,150.0,2022-03-26,15:32:09.59,1.0,4.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,4.0,Bottom,0.0,2.0,1.0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0.0,0.0,,83.10127,-2.190646,-3.06561,2132.09341,282.913797,3:30,6.22328,1.60726,4.30468,-44.79987,-1.38898,12.51383,0.39129,-0.28399,76.04105,-10.155967,-0.880531,0.47421,,,,,,,,,,,,-7.03256,0.34205,-1.28882,50.0,5.94003,5.8604,-120.14595,-6.4395,-10.19687,25.02471,-31.6781,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,93303170-ad54-11ec-8af4-4bc646c89190,79.48468,,,7.06023,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:32:09.59,2022-03-26T15:32:09.5961640-07:00,2022-03-26T22:32:09.5961640Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,fe078c49-c4d4-485d-94a9-e2f6c7c16500,56.19516,-121.42946,12.51235,6.22865,-4.81474,-15.83905,-1.60281,6.3834,-5.09843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
78,151.0,2022-03-26,15:32:30.28,1.0,5.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,4.0,Bottom,0.0,2.0,2.0,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0.0,0.0,,77.84916,0.319907,-1.776364,2398.035747,352.845806,5:45,6.12947,1.53986,3.73265,-52.74156,-2.69902,0.53854,2.04357,-0.13207,71.55008,-8.982306,-1.683343,0.509145,,,,,,,,,,,,-0.75787,-1.0315,-1.33048,50.0,6.10389,3.47185,-112.72944,-1.52982,-0.9742,20.70183,-33.49991,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,9f873860-ad54-11ec-8af4-4bc646c89190,74.03091,,,6.29908,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:32:30.28,2022-03-26T15:32:30.2806568-07:00,2022-03-26T22:32:30.2806568Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,8018be11-2de6-4d29-8344-610ef915170b,56.76802,-113.96555,10.35092,6.13552,0.47048,-16.74996,-1.53952,3.53002,-0.4871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
79,152.0,2022-03-26,15:32:56.42,1.0,6.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,4.0,Bottom,0.0,2.0,2.0,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,83.35759,-1.000469,-4.095566,2195.704933,246.090278,2:15,6.2495,1.45369,4.38439,-39.84605,3.34366,4.1278,1.97122,-2.11939,75.7594,-8.149759,-3.37704,0.473001,,,,,,,,,,,,-3.2552,2.36732,-1.01971,50.0,6.10321,8.42535,-120.36767,-3.71694,-4.7286,25.51473,-28.73522,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,af1bde20-ad54-11ec-8af4-4bc646c89190,79.68795,,,7.59819,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:32:56.42,2022-03-26T15:32:56.4244008-07:00,2022-03-26T22:32:56.4244008Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,26eaa5f8-b6c9-4f9e-a7e1-ae22b280dd06,56.11209,-121.65638,12.75737,6.25429,-2.26557,-14.36761,-1.45129,8.66418,-2.3643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
80,153.0,2022-03-26,15:33:18.79,1.0,7.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,4.0,Bottom,0.0,3.0,2.0,Slider,Curveball,InPlay,Undefined,GroundBall,Out,1.0,0.0,,77.58315,0.277217,-1.439238,2339.659008,6.259212,6:15,6.04523,1.71608,3.68412,-53.76916,-3.59473,-0.55917,1.83262,0.27743,71.7424,-9.175833,-1.535785,0.509815,91.28252,-13.828397,13.382299,,,,,10.24899,,9.728987,0.062845,-0.11276,-1.41996,-1.54394,50.0,6.01262,2.85031,-112.43861,-1.67505,-0.14507,19.44188,-34.00084,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,bc6de6e0-ad54-11ec-8af4-4bc646c89190,73.93355,2.01417,,5.84075,,,,2.14106,2.01417,-0.16191,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:33:18.79,2022-03-26T15:33:18.7960360-07:00,2022-03-26T22:33:18.7960360Z,GroundBall,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,125f3d30-d286-479c-8b50-f10ebdd634ae,56.81696,-113.61123,9.72094,6.0518,0.37568,-17.00042,-1.71612,2.85906,-0.07254,180.0,2.13904,126.67015,,,,,,,,2.01468,-32.04999,,,,,,,,-0.16239,30.13574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
81,201.0,2022-03-26,15:55:45.31,4.0,1.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,5.0,Bottom,2.0,0.0,0.0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0.0,0.0,,83.25357,-1.495632,-2.279183,2172.04221,248.615322,2:15,6.0609,1.56526,4.75107,-36.93112,5.18233,9.82134,1.56342,0.22101,76.49118,-8.15927,-0.55181,0.46707,,,,,,,,,,,,-5.45776,3.35335,-1.34536,50.0,5.87809,4.36294,-120.64528,-4.57374,-8.051,23.28095,-27.22733,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,df0528a0-ad57-11ec-8af4-4bc646c89190,80.69979,,,6.76239,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:55:45.31,2022-03-26T15:55:45.3151784-07:00,2022-03-26T22:55:45.3151784Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,106508cc-8c90-4986-94fd-c95f73a34e79,55.7474,-121.74931,11.64048,6.06437,-3.28257,-13.61367,-1.56132,4.74474,-4.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
82,202.0,2022-03-26,15:56:01.34,4.0,2.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,5.0,Bottom,2.0,0.0,1.0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,82.67949,-2.329955,-4.173169,2189.321872,269.416022,3:00,6.08243,1.48474,4.40419,-41.97888,1.46917,8.77245,0.35324,-1.77432,76.19287,-9.796686,-2.643165,0.474413,,,,,,,,,,,,-5.45626,1.6976,-1.0488,50.0,5.79195,8.32609,-119.5045,-6.55685,-7.89599,22.87842,-29.7174,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,e8959580-ad57-11ec-8af4-4bc646c89190,79.45071,,,6.48662,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:56:01.34,2022-03-26T15:56:01.3450792-07:00,2022-03-26T22:56:01.3450792Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,6f4decd0-fc64-48e4-96cd-5b196866bbdd,56.09609,-120.66592,11.43921,6.08651,-5.04826,-14.8587,-1.48165,8.72692,-3.94799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
83,203.0,2022-03-26,15:56:26.75,4.0,3.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,5.0,Bottom,2.0,1.0,1.0,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0.0,0.0,,80.81783,-1.645433,-2.475483,2047.711655,226.676002,1:30,6.13703,1.43075,4.30368,-37.06813,7.97489,7.06701,1.47277,-0.34885,74.94825,-8.264374,-1.243339,0.483042,,,,,,,,,,,,-4.06473,4.62733,-1.17031,50.0,5.92118,4.75191,-117.15168,-4.81744,-5.70937,19.91523,-25.67444,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,f7b929f0-ad57-11ec-8af4-4bc646c89190,78.03135,,,5.86958,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:56:26.75,2022-03-26T15:56:26.7513384-07:00,2022-03-26T22:56:26.7513384Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,f3c5f9e3-afd3-4909-8e9a-0930a94947d0,56.19649,-118.20036,9.95762,6.13926,-3.4655,-12.83722,-1.42845,5.05255,-2.85469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
84,204.0,2022-03-26,15:56:49.50,4.0,4.0,"Yee, Steven",1000124714.0,Right,CAL_TEC,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,5.0,Bottom,2.0,1.0,2.0,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0.0,0.0,,78.72497,-1.523176,-2.133117,2334.254162,12.301029,6:30,5.96308,1.65837,3.7799,-51.34794,-2.17705,-0.83268,0.21234,-0.47115,72.295,-10.554694,-2.277228,0.504691,,,,,,,,,,,,-0.23437,-0.22551,-1.40677,50.0,5.72333,4.27872,-113.86112,-5.13868,-0.30559,22.22246,-32.4681,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20220326-PomonaPitzer-2,05558220-ad58-11ec-8af4-4bc646c89190,74.68421,,,6.42998,,,,,,,f7b82c19-057f-4fcf-b87a-d7cca3b235d4,2022-03-26,22:56:49.50,2022-03-26T15:56:49.5012904-07:00,2022-03-26T22:56:49.5012904Z,,v3,POM_PIT,,,"Beutler, Dawson",1000124700.0,Right,CAL_TEC,72a5632f-9562-4288-8800-e7feab1acdb1,56.72008,-115.16522,11.11123,5.96898,-3.23333,-16.23405,-1.65839,4.29665,-0.1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
85,55.0,2022-02-06,12:31:36.07,3.0,1.0,"Miller, Travis",1000080606.0,Right,GEO_FOX,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,2.0,Bottom,1.0,0.0,0.0,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0.0,0.0,,69.42074,-0.752894,-2.35305,1916.523965,97.653222,9:15,5.8738,2.59968,5.06272,-57.79566,3.35855,-7.85701,0.34692,-0.27512,63.14235,-11.215361,-3.743513,0.562839,,,,,,,,,,,,3.10752,2.55973,-2.36941,50.0,5.75683,4.41114,-100.42626,-3.10529,3.1027,19.64949,-29.6183,POM_COL,GEO_FOX,PomonaPitzer,D3,Team,20220206-PomonaPitzer-1,c7dfa750-878b-11ec-a452-4f0804f44eef,66.96836,,,6.27839,,,,,,,07f098a8-28a7-480e-a457-5f77b964afaa,2022-02-06,20:31:36.07,2022-02-06T12:31:36.0770000-08:00,2022-02-06T20:31:36.0770000Z,,v3,POM_PIT,gfox,,"Roos, Spencer",1000114953.0,Right,GEO_FOX,bc8c75c7-7997-4214-98f5-3bcddee2d331,55.43369,-101.48385,9.82474,5.88107,-1.51114,-14.80915,-2.60234,4.24414,1.55135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9318,,,1.305737,,,,2.55779,5.77339,2.52515,127.28197,6.7815,-8.019,2.87395,106.73064,-8.69358,5.82368,16.17551,-11.81002,2.39183,-11.80637,2.9037,High,High,High,,,High,High,High
86,56.0,2022-02-06,12:33:13.88,3.0,2.0,"Miller, Travis",1000080606.0,Right,GEO_FOX,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,2.0,Bottom,1.0,1.0,0.0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,,82.37475,-2.631644,-2.068132,1780.810751,197.803976,12:30,6.30545,2.41378,5.72178,-22.23332,19.38879,5.78288,1.99812,0.96849,75.31587,-6.807064,-1.033959,0.464337,,,,,,,,,,,,-3.51894,11.0202,-2.24457,50.0,6.07182,4.07954,-119.40336,-6.13556,-5.07052,23.40098,-16.29477,POM_COL,GEO_FOX,PomonaPitzer,D3,Team,20220206-PomonaPitzer-1,022e9060-878c-11ec-a452-4f0804f44eef,81.17472,,,7.05889,,,,,,,07f098a8-28a7-480e-a457-5f77b964afaa,2022-02-06,20:33:13.88,2022-02-06T12:33:13.8870000-08:00,2022-02-06T20:33:13.8870000Z,,v3,POM_PIT,gfox,,"Roos, Spencer",1000114953.0,Right,GEO_FOX,af63c48c-936d-41dd-a8e1-fe310486bcbd,54.7745,-120.33545,11.70049,6.30327,-5.48653,-8.14739,-2.41109,4.28151,-2.53526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
