,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
157,180.0,2022-04-22,16:38:54.25,4.0,3.0,"Holt, Sean",1000127309.0,Right,VER_VER,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,5.0,Bottom,2.0,0.0,2.0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,87.76392,-2.069262,-4.267888,1954.647096,235.748182,1:45,5.55322,0.89318,5.38687,-26.43009,11.01489,14.26292,1.40497,-1.92591,79.71792,-6.956026,-1.739407,0.440421,,,,,,,,,,,,-8.45819,6.53311,-0.52162,50.0,5.3494,8.84071,-126.9074,-5.53095,-13.6895,27.81087,-21.60026,POM_COL,VER_VER,PomonaPitzer,D3,Undefined,20220422-PomonaPitzer-1,5f8bb5f0-c295-11ec-9e42-89ce4c87080f,85.58269,,,8.046,,,,,,,829e048e-3387-4347-b938-02cd561f370e,2022-04-22,23:38:54.25,2022-04-22T16:38:54.2507366-07:00,2022-04-22T23:38:54.2507366Z,,v3,POM_PIT,,,"Killian, Christian",1000127285.0,Right,VER_VER,128349ba-3cc5-40bd-9ff5-b476d9cc6ed6,55.1109,-128.02252,13.90543,5.55381,-4.66485,-10.80013,-0.88711,9.38961,-6.84475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
158,181.0,2022-04-22,16:39:17.33,4.0,4.0,"Holt, Sean",1000127309.0,Right,VER_VER,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,5.0,Bottom,2.0,1.0,2.0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,HomeRun,0.0,2.0,,87.71986,-1.174776,-2.318093,2041.938012,221.425839,1:30,5.65062,0.96294,5.32203,-22.3769,15.06335,12.14737,2.68239,-0.20132,79.51014,-5.355501,-0.162175,0.440393,92.36769,26.765292,27.19643,2667.795638,96.20682,50.19689,53.3308,364.80004,,33.584696,4.669444,-6.82851,8.2889,-0.76236,50.0,5.52856,4.6095,-127.11657,-3.37044,-11.07364,28.22071,-18.73216,POM_COL,VER_VER,PomonaPitzer,D3,Undefined,20220422-PomonaPitzer-1,6d47f230-c295-11ec-9e42-89ce4c87080f,85.58811,67.7489,,8.20971,,,,2.71461,3.26043,0.26432,829e048e-3387-4347-b938-02cd561f370e,2022-04-22,23:39:17.33,2022-04-22T16:39:17.3335910-07:00,2022-04-22T23:39:17.3335910Z,FlyBall,v3,POM_PIT,,,"Killian, Christian",1000127285.0,Right,VER_VER,e1cfe745-1406-41e9-9fac-801addb4ddf3,55.1758,-128.26048,14.11035,5.64979,-2.61114,-9.36608,-0.9583,5.05836,-5.53682,,2.71691,107.53679,-19.99773,4.3847,-0.60448,-0.01204,0.01964,-0.0025,9e-05,3.25947,61.02098,-15.37618,0.40612,0.05262,-0.0501,0.02333,-0.00449,0.0003,0.2656,55.25243,-3.59794,-0.11591,0.27194,-0.10632,0.02314,-0.00258,0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
159,265.0,2022-04-22,17:30:35.45,1.0,1.0,"Frey, Alfredo",1000127269.0,Right,VER_VER,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,8.0,Bottom,0.0,0.0,0.0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,,77.7363,3.93479,-5.369532,1885.899261,289.457213,3:45,2.9106,2.51363,5.04857,-54.6105,-6.09477,21.92899,2.09323,-0.73835,70.32504,-5.947952,-1.522069,0.501317,,,,,,,,,,,,-12.36225,-3.64055,-2.01902,50.0,3.24391,9.62014,-112.08147,5.77761,-15.64255,21.25583,-36.7806,POM_COL,VER_VER,PomonaPitzer,D3,Undefined,20220422-PomonaPitzer-1,9811c1b0-c29c-11ec-9e42-89ce4c87080f,75.18679,,,7.41126,,,,,,,829e048e-3387-4347-b938-02cd561f370e,2022-04-23,00:30:35.45,2022-04-22T17:30:35.4566288-07:00,2022-04-23T00:30:35.4566288Z,,v3,POM_PIT,,,"Killian, Christian",1000127285.0,Right,VER_VER,cef014e1-562c-4e89-b412-8121a944b1cb,55.45246,-113.11078,10.62792,2.92101,7.55871,-18.3903,-2.50322,10.37763,-7.82127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
160,266.0,2022-04-22,17:30:51.64,1.0,2.0,"Frey, Alfredo",1000127269.0,Right,VER_VER,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,8.0,Bottom,0.0,0.0,1.0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,77.29751,4.62997,-2.641955,1879.161584,287.264993,3:30,2.75885,2.53055,4.92524,-54.08428,-4.97181,21.28966,2.64298,1.80535,69.91997,-5.165968,1.100725,0.504391,,,,,,,,,,,,-11.17276,-3.25693,-2.29153,50.0,3.16635,4.25142,-111.66966,7.08698,-14.02381,21.23192,-36.26207,POM_COL,VER_VER,PomonaPitzer,D3,Undefined,20220422-PomonaPitzer-1,a1bc4640-c29c-11ec-9e42-89ce4c87080f,74.72859,,,7.37754,,,,,,,829e048e-3387-4347-b938-02cd561f370e,2022-04-23,00:30:51.64,2022-04-22T17:30:51.6475536-07:00,2022-04-23T00:30:51.6475536Z,,v3,POM_PIT,,,"Killian, Christian",1000127285.0,Right,VER_VER,770f529b-5a5c-4f27-a0d9-902b2b73172a,55.57483,-112.72462,10.61596,2.76945,8.88876,-18.13103,-2.52009,4.94824,-7.01191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
161,267.0,2022-04-22,17:31:10.95,1.0,3.0,"Frey, Alfredo",1000127269.0,Right,VER_VER,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,8.0,Bottom,0.0,1.0,1.0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,77.38652,3.205977,-3.358582,1943.402977,307.95967,4:15,2.80799,2.50371,5.12845,-60.75302,-11.90402,17.48107,0.77299,0.79372,69.93327,-7.803394,-0.270267,0.503036,,,,,,,,,,,,-9.73985,-6.42347,-2.20239,50.0,3.06227,5.85325,-111.90718,4.10241,-12.17778,22.84049,-40.20534,POM_COL,VER_VER,PomonaPitzer,D3,Undefined,20220422-PomonaPitzer-1,ad37e150-c29c-11ec-9e42-89ce4c87080f,74.92987,,,7.45325,,,,,,,829e048e-3387-4347-b938-02cd561f370e,2022-04-23,00:31:10.95,2022-04-22T17:31:10.9578384-07:00,2022-04-23T00:31:10.9578384Z,,v3,POM_PIT,,,"Killian, Christian",1000127285.0,Right,VER_VER,064188d2-b7b4-4a09-9c4b-d86369c07963,55.37293,-112.99848,11.42025,2.82037,6.0234,-20.10267,-2.49595,6.4351,-6.08889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
162,268.0,2022-04-22,17:31:27.16,1.0,4.0,"Frey, Alfredo",1000127269.0,Right,VER_VER,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,8.0,Bottom,0.0,2.0,1.0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,,77.12791,4.005402,-3.252893,1933.877237,263.693072,2:45,2.79546,2.38773,5.00948,-45.40491,4.26181,22.05753,2.80461,1.15222,69.02551,-4.313001,0.628548,0.507229,,,,,,,,,,,,-11.80426,1.39291,-2.09372,50.0,3.14498,5.3865,-111.27789,6.23054,-14.56819,22.9009,-30.45496,POM_COL,VER_VER,PomonaPitzer,D3,Undefined,20220422-PomonaPitzer-1,b6e265e0-c29c-11ec-9e42-89ce4c87080f,74.31049,,,8.10239,,,,,,,829e048e-3387-4347-b938-02cd561f370e,2022-04-23,00:31:27.16,2022-04-22T17:31:27.1698576-07:00,2022-04-23T00:31:27.1698576Z,,v3,POM_PIT,,,"Killian, Christian",1000127285.0,Right,VER_VER,b99c9b81-c4a2-4fb0-98ec-e4760e2c90d0,55.48617,-112.40127,11.45045,2.80271,7.72448,-15.22748,-2.37547,6.10113,-7.28409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
163,269.0,2022-04-22,17:31:49.15,1.0,5.0,"Frey, Alfredo",1000127269.0,Right,VER_VER,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,8.0,Bottom,0.0,2.0,2.0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,77.10812,4.581077,-3.660315,1863.114757,244.321869,2:15,2.88377,2.5444,5.28597,-36.27089,13.18717,23.57643,4.18106,1.06719,68.59625,-2.17081,0.505768,0.506162,,,,,,,,,,,,-12.82875,5.57768,-2.22797,50.0,3.27718,6.13203,-111.10365,7.78618,-15.73067,23.43418,-25.33466,POM_COL,VER_VER,PomonaPitzer,D3,Undefined,20220422-PomonaPitzer-1,c3fb5d40-c29c-11ec-9e42-89ce4c87080f,74.46708,,,8.51187,,,,,,,829e048e-3387-4347-b938-02cd561f370e,2022-04-23,00:31:49.15,2022-04-22T17:31:49.1546256-07:00,2022-04-23T00:31:49.1546256Z,,v3,POM_PIT,,,"Killian, Christian",1000127285.0,Right,VER_VER,94aff397-5fcb-4009-8b2b-522f3f5d5f82,55.20807,-112.19677,11.71709,2.88642,8.96795,-12.66733,-2.53112,6.86581,-7.86533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
164,270.0,2022-04-22,17:32:08.76,1.0,6.0,"Frey, Alfredo",1000127269.0,Right,VER_VER,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,8.0,Bottom,0.0,3.0,2.0,Fastball,Changeup,BallCalled,Walk,Undefined,Undefined,0.0,0.0,,77.92969,3.43338,-2.812906,1889.050426,288.726585,3:30,2.84782,2.52013,4.98681,-55.18109,-6.31008,24.16092,1.49924,1.87525,69.62387,-6.607205,1.444937,0.50315,,,,,,,,,,,,-12.89394,-3.78071,-2.2699,50.0,3.13434,4.51528,-112.55484,4.76638,-16.15131,24.91185,-36.90986,POM_COL,VER_VER,PomonaPitzer,D3,Undefined,20220422-PomonaPitzer-1,cfacae50-c29c-11ec-9e42-89ce4c87080f,74.91298,,,8.30582,,,,,,,829e048e-3387-4347-b938-02cd561f370e,2022-04-23,00:32:08.76,2022-04-22T17:32:08.7671952-07:00,2022-04-23T00:32:08.7671952Z,,v3,POM_PIT,,,"Killian, Christian",1000127285.0,Right,VER_VER,e0f37bcd-9a28-47e4-bed5-95cab733ad47,55.51251,-113.76838,12.45593,2.85836,6.5644,-18.45493,-2.50902,5.30206,-8.07565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
165,15.0,2022-03-20,12:09:21.01,2.0,1.0,"Scott, Jonah",1000123776.0,Right,MAS_INS,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,1.0,Bottom,1.0,0.0,0.0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,79.86483,1.28372,-2.62262,1205.141785,250.824445,2:15,5.47738,2.01726,5.64312,-38.07388,7.04886,15.40119,3.50349,0.85255,71.66143,-5.797338,0.12612,0.48347,,,,,,,,,,,,-8.56843,3.67988,-1.80402,50.0,5.56287,4.66164,-115.59929,1.36256,-11.37134,25.41663,-27.29038,POM_COL,MAS_INS,PomonaPitzer,D3,Team,20220320-PomonaPitzer-1,3fa77770-a881-11ec-bb58-f78f8f4b17ca,77.96239,,,8.2034,,,,,,,4e10091d-9e0d-44d6-aa37-07b7e994dc76,2022-03-20,19:09:21.01,2022-03-20T12:09:21.0163054-07:00,2022-03-20T19:09:21.0163054Z,,v3,POM_PIT,,,"Godfrey, Tyler",10023342.0,Right,MAS_INS,3fb3ed5a-bfd5-4abe-b904-6910c3997828,54.85065,-116.66092,12.70831,5.48216,2.50245,-13.64519,-2.00865,5.13661,-5.68567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
166,16.0,2022-03-20,12:09:33.71,2.0,2.0,"Scott, Jonah",1000123776.0,Right,MAS_INS,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,1.0,Bottom,1.0,1.0,0.0,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0.0,0.0,,87.47341,-1.600929,-3.657958,2119.850981,223.313098,1:30,5.47836,2.10755,5.61453,-22.54848,15.18202,12.95383,2.1017,-0.23164,78.47243,-5.855133,-1.350478,0.442097,71.13204,47.4863,87.911989,,,,,,,,,-7.77733,8.63008,-1.80337,50.0,5.32726,7.52092,-126.4834,-4.26062,-12.35239,30.50964,-18.46732,POM_COL,MAS_INS,PomonaPitzer,D3,Team,20220320-PomonaPitzer-1,473584a0-a881-11ec-bb58-f78f8f4b17ca,85.25829,47.06404,,9.00098,,,,1.12321,2.07152,0.23853,4e10091d-9e0d-44d6-aa37-07b7e994dc76,2022-03-20,19:09:33.71,2022-03-20T12:09:33.7124206-07:00,2022-03-20T19:09:33.7124206Z,,v3,POM_PIT,,,"Godfrey, Tyler",10023342.0,Right,MAS_INS,8cf47b86-7523-42c0-90da-c6fce187f68e,54.88089,-127.65531,15.25482,5.47729,-3.55127,-9.23366,-2.10137,7.99539,-6.17619,,1.12321,2.56857,37.71491,-14.99892,5.36203,-1.74488,0.38522,0.03162,-0.04173,2.07152,76.90091,-19.06777,0.91534,0.17334,-0.10614,-0.02559,0.05981,-0.02397,0.23853,70.45376,-48.36093,11.7168,-2.99665,0.8014,-0.22092,0.05392,-0.00809,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
167,17.0,2022-03-20,12:09:49.42,2.0,3.0,"Scott, Jonah",1000123776.0,Right,MAS_INS,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,1.0,Bottom,1.0,1.0,1.0,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Single,0.0,0.0,,80.45503,-0.854176,-2.68296,1361.223836,243.685335,2:00,5.31008,2.31667,5.6497,-36.81498,7.87437,12.35953,1.44454,0.8424,72.09936,-7.694977,-0.474546,0.481142,87.75642,11.610459,6.717403,2120.866474,109.12269,12.28768,13.86166,188.77805,,8.15994,1.829967,-7.26256,4.7663,-2.0973,50.0,5.21452,4.9701,-116.4396,-2.91112,-9.7079,27.23517,-25.80288,POM_COL,MAS_INS,PomonaPitzer,D3,Team,20220320-PomonaPitzer-1,50998a50-a881-11ec-bb58-f78f8f4b17ca,78.33949,12.42857,,8.35567,,,,2.14322,1.51243,-0.87009,4e10091d-9e0d-44d6-aa37-07b7e994dc76,2022-03-20,19:09:49.42,2022-03-20T12:09:49.4279534-07:00,2022-03-20T19:09:49.4279534Z,LineDrive,v3,POM_PIT,,,"Godfrey, Tyler",10023342.0,Right,MAS_INS,e4360dc3-9e86-4321-9f1d-90acb9631fc5,54.84662,-117.56775,13.61758,5.31297,-1.8423,-12.90144,-2.31151,5.37223,-4.85395,222.805447,2.14322,125.21014,-17.3129,3.07506,-0.623,0.11048,-0.01923,0.00284,-0.00023,1.51243,25.90359,-16.1782,1.06869,-0.16344,0.0327,-0.00412,0.00053,-6e-05,-0.87009,14.74738,1.19538,-0.90054,0.28931,-0.07209,0.01495,-0.00227,0.00018,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
168,75.0,2022-03-20,12:39:08.93,1.0,1.0,"Scott, Jonah",1000123776.0,Right,MAS_INS,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,3.0,Bottom,0.0,0.0,0.0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,72.45389,4.392788,0.938504,2312.730284,44.711037,7:30,5.63108,2.00682,4.7333,-66.45409,-10.67733,-12.27749,4.26941,1.87413,66.34257,-7.541179,-1.216327,0.537524,,,,,,,,,,,,6.22331,-5.82445,-2.08995,50.0,6.01529,-1.22552,-104.88086,5.71229,6.93771,17.59884,-38.66712,POM_COL,MAS_INS,PomonaPitzer,D3,Team,20220320-PomonaPitzer-1,69749ed0-a885-11ec-bb58-f78f8f4b17ca,70.12231,,,6.11132,,,,,,,4e10091d-9e0d-44d6-aa37-07b7e994dc76,2022-03-20,19:39:08.93,2022-03-20T12:39:08.9397102-07:00,2022-03-20T19:39:08.9397102Z,,v3,POM_PIT,,,"Godfrey, Tyler",10023342.0,Right,MAS_INS,023c7d1f-a31a-4bdc-9426-96625d226e5f,55.76892,-105.84445,8.79942,5.64456,7.82943,-19.33356,-2.01245,-1.60538,3.46886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
169,76.0,2022-03-20,12:39:20.80,1.0,2.0,"Scott, Jonah",1000123776.0,Right,MAS_INS,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,3.0,Bottom,0.0,1.0,0.0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0.0,0.0,,86.21527,-1.460301,-3.071785,2067.580001,240.971128,2:00,5.43173,2.24614,5.49,-27.8312,10.47182,16.61564,1.7441,0.7544,78.78579,-6.60371,-0.114015,0.445439,,,,,,,,,,,,-9.21756,6.07311,-1.98841,50.0,5.28501,5.98697,-124.97101,-4.15356,-14.55569,25.53157,-22.58386,POM_COL,MAS_INS,PomonaPitzer,D3,Team,20220320-PomonaPitzer-1,706d22c0-a885-11ec-bb58-f78f8f4b17ca,84.6187,,,7.42948,,,,,,,4e10091d-9e0d-44d6-aa37-07b7e994dc76,2022-03-20,19:39:20.80,2022-03-20T12:39:20.8055150-07:00,2022-03-20T19:39:20.8055150Z,,v3,POM_PIT,,,"Godfrey, Tyler",10023342.0,Right,MAS_INS,ca672b3e-fbcb-482a-ae54-3617597488af,55.00802,-125.98999,12.76579,5.4328,-3.25222,-11.29193,-2.23894,6.56789,-7.27784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
170,77.0,2022-03-20,12:39:32.96,1.0,3.0,"Scott, Jonah",1000123776.0,Right,MAS_INS,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,3.0,Bottom,0.0,1.0,1.0,ChangeUp,Changeup,InPlay,Undefined,FlyBall,HomeRun,0.0,1.0,,80.44886,-0.227882,-3.528326,1301.914058,245.172718,2:15,5.4219,2.21782,5.47534,-36.93002,7.17087,12.36209,2.13075,-0.05781,73.47577,-7.017371,-1.330394,0.477964,,,,,,,,,,,,-7.29406,4.08288,-1.91649,50.0,5.37669,6.70052,-116.58705,-1.68835,-10.00165,22.68972,-26.57557,POM_COL,MAS_INS,PomonaPitzer,D3,Team,20220320-PomonaPitzer-1,77ad5e10-a885-11ec-bb58-f78f8f4b17ca,78.86044,,,6.97309,,,,,,,4e10091d-9e0d-44d6-aa37-07b7e994dc76,2022-03-20,19:39:32.96,2022-03-20T12:39:32.9645934-07:00,2022-03-20T19:39:32.9645934Z,,v3,POM_PIT,,,"Godfrey, Tyler",10023342.0,Right,MAS_INS,3f2ed9ee-27c6-48e6-b3e9-1ed95685c7d6,55.02376,-117.56069,11.34486,5.42468,-0.54797,-13.28779,-2.21323,7.1297,-5.00082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
171,136.0,2022-03-20,13:16:15.85,2.0,1.0,"Nay, Matthew",1000123770.0,Right,MAS_INS,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,5.0,Bottom,0.0,0.0,0.0,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0.0,0.0,,78.53169,-1.849421,-2.752046,1870.155547,220.900097,1:15,6.5142,2.04838,5.63403,-28.36651,17.90891,14.0908,2.42226,0.65304,71.32638,-7.15512,-0.23676,0.489606,92.84077,25.21945,-33.143842,4401.982439,90.18587,40.98003,-62.97938,282.58847,,-34.800681,3.571727,-7.99945,10.12796,-1.82345,50.0,6.3389,4.92596,-113.75599,-4.50518,-10.37775,22.80768,-19.03502,POM_COL,MAS_INS,PomonaPitzer,D3,Team,20220320-PomonaPitzer-1,98b429e0-a88a-11ec-bb58-f78f8f4b17ca,76.98525,46.95861,,7.2053,,,,0.83539,2.38606,-0.50815,4e10091d-9e0d-44d6-aa37-07b7e994dc76,2022-03-20,20:16:15.85,2022-03-20T13:16:15.8580000-07:00,2022-03-20T20:16:15.8580000Z,LineDrive,v3,POM_PIT,,,"Godfrey, Tyler",10023342.0,Right,MAS_INS,f30c9c5a-37bd-40fb-9316-a0645d0d0644,54.86271,-114.7268,11.40384,6.51342,-3.69495,-9.51751,-2.04253,5.36769,-5.18887,,0.83648,103.10927,-19.27551,4.37078,-0.64344,-0.08754,0.05709,-0.00896,0.0005,2.38561,58.032,-22.24018,2.85224,-0.66979,0.1619,-0.02392,0.00068,0.00013,-0.50906,-67.32306,5.69807,1.0862,-0.91059,0.40799,-0.10629,0.01543,-0.00095,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
172,137.0,2022-03-20,13:16:56.24,2.0,2.0,"Nay, Matthew",1000123770.0,Right,MAS_INS,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,5.0,Bottom,0.0,0.0,1.0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,67.46995,3.727002,0.047432,2228.768267,30.814599,7:00,6.65766,2.0984,4.73186,-80.06347,-14.27627,-10.00753,3.52659,1.30944,60.86138,-10.684961,-1.712943,0.58377,,,,,,,,,,,,4.83992,-7.32756,-2.09394,50.0,6.96339,0.30355,-97.49606,3.69716,4.54359,18.85426,-39.05297,POM_COL,MAS_INS,PomonaPitzer,D3,Team,20220320-PomonaPitzer-1,b0cc6060-a88a-11ec-bb58-f78f8f4b17ca,64.56722,,,6.60857,,,,,,,4e10091d-9e0d-44d6-aa37-07b7e994dc76,2022-03-20,20:16:56.24,2022-03-20T13:16:56.2400000-07:00,2022-03-20T20:16:56.2400000Z,,v3,POM_PIT,,,"Godfrey, Tyler",10023342.0,Right,MAS_INS,1e7187fd-d41e-4e53-b291-061b74d0232f,55.76785,-98.60517,9.42713,6.67834,5.99446,-19.52648,-2.10393,0.03627,2.27179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
173,138.0,2022-03-20,13:17:10.65,2.0,3.0,"Nay, Matthew",1000123770.0,Right,MAS_INS,"Bedrosian, David",1000115604.0,Left,POM_COL,Undefined,5.0,Bottom,0.0,1.0,1.0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,,77.8471,-3.196577,-2.689504,1903.821479,219.282088,1:15,6.60309,1.86018,5.34261,-31.15222,17.84198,12.82926,1.00206,0.40451,69.12675,-9.021938,-0.409943,0.503783,,,,,,,,,,,,-7.41367,10.763,-1.62701,50.0,6.29317,4.74607,-112.22876,-7.20848,-9.11495,27.11749,-18.9412,POM_COL,MAS_INS,PomonaPitzer,D3,Team,20220320-PomonaPitzer-1,b95dfae0-a88a-11ec-bb58-f78f8f4b17ca,74.81875,,,8.72035,,,,,,,4e10091d-9e0d-44d6-aa37-07b7e994dc76,2022-03-20,20:17:10.65,2022-03-20T13:17:10.6540000-07:00,2022-03-20T20:17:10.6540000Z,,v3,POM_PIT,,,"Godfrey, Tyler",10023342.0,Right,MAS_INS,3c706b77-d4ea-44cc-b428-d2a502ee3a9e,55.14806,-113.46585,13.55874,6.6023,-6.34439,-9.4706,-1.85301,5.16189,-4.55747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
